Parent MNE	WikiID		WikiTopic		MID		Weight
Northrop Grumman Corp	Q82610	>>	Newport_News_Shipbuilding	>>	/m/05k6d	>>	16,04493208
Northrop Grumman Corp	Q1411762	>>	Scaled_Composites	>>	/m/01fn55	>>	9,253777831
Novartis AG	Q507154	>>	Novartis	>>	/m/0150cn	>>	71,96318794
Novartis AG	Q684825	>>	Alcon	>>	/m/074v83	>>	13,68435707
Novartis AG	Q528468	>>	Sandoz	>>	/m/02t15y	>>	9,729771317
Novartis AG	Q1616658	>>	Hexal_AG	>>	/g/1216wtnf	>>	2,116107476
Novartis AG	Q642304	>>	Ciba_Vision	>>	/m/0gvs2t	>>	1,372319145
Novartis AG	Q16824303	>>	Advanced_Accelerator_Applications	>>	/m/01084ps5	>>	1,134257054
Novatek PAO	Q251546	>>	Novatek	>>	/m/0kqhh4	>>	78,08284707
Novatek PAO	Q4537559	>>	Yamal_LNG	>>	/m/0wf_2jz	>>	21,91715293
Novo Nordisk A/S	Q818846	>>	Novo_Nordisk	>>	/m/0427fl	>>	100
Nutrien Ltd	Q48742870	>>	Nutrien	>>	/g/11f3nc4msr	>>	66,9400447
Nutrien Ltd	Q397223	>>	Agrium	>>	/m/03jzqt	>>	33,0599553
Occidental Petroleum Corp	Q2013357	>>	Occidental_Petroleum	>>	/m/036pw8	>>	100
Oil and Natural Gas Corporation Ltd	Q1430541	>>	Oil_and_Natural_Gas_Corporation	>>	/m/026prsb	>>	63,7816785
Oil and Natural Gas Corporation Ltd	Q1619375	>>	Hindustan_Petroleum	>>	/m/026t4__	>>	31,0009179
Oil and Natural Gas Corporation Ltd	Q6748719	>>	Mangalore_Refinery_and_Petrochemicals_Limited	>>	/m/05h4_4l	>>	5,217403605
Oracle Corp	Q1431991	>>	Oracle_Hyperion	>>	/m/069xr6	>>	32,65125856
Oracle Corp	Q7679213	>>	Taleo	>>	/m/02_9x47	>>	27,20948366
Oracle Corp	Q1931557	>>	Micros_Systems	>>	/m/08qnyk	>>	26,13367772
Oracle Corp	Q352773	>>	AddThis	>>	/m/0b6n3tc	>>	14,00558006
Orange SA	Q1431486	>>	Orange_S.A.	>>	/m/0jd05	>>	53,68610493
Orange SA	Q25394661	>>	Orange_UK	>>	/m/0c_44_	>>	6,646479723
Orange SA	Q2040289	>>	Orange_Business_Services	>>	/m/08zvyz	>>	5,984381305
Orange SA	Q1465005	>>	Orange_Polska	>>	/m/07wfnr	>>	4,962131627
Orange SA	Q3213030	>>	La_TV_d%27Orange	>>	/g/122v3r84	>>	4,446079079
Orange SA	Q2377961	>>	Orange_Moldova	>>	/m/02qqqk4	>>	2,662248392
Orange SA	Q24038997	>>	Orange_Belgium	>>	/m/09913b	>>	2,61589936
Orange SA	Q3815492	>>	Jazztel	>>	/m/02phqpy	>>	2,516916682
Orange SA	Q266341	>>	Orange_Egypt	>>	/m/025s8l0	>>	2,486279187
Orange SA	Q16668220	>>	Orange_Money	>>	/g/12z65grjc	>>	2,372441966
Orange SA	Q2300422	>>	Orange_Morocco	>>	/m/0djyt_	>>	2,321165225
Orange SA	Q7099700	>>	Orange_(Polska)	>>	/g/1ywpnvgxj	>>	1,853032862
Orange SA	Q3355067	>>	Orange_Romania	>>	/m/01slkh	>>	1,822681031
Orange SA	Q3490246	>>	Sonatel	>>	/m/0281wqc	>>	1,443247432
Orange SA	Q3355077	>>	Orange_Tunisia	>>	/m/011p_dhw	>>	0,94254934
Orange SA	Q3198815	>>	Orange_Slovensko	>>	/m/04tx2x	>>	0,898842703
Orange SA	Q7099654	>>	Orange_Jordan	>>	/m/02z10df	>>	0,810143939
Orange SA	Q3109006	>>	Globecast	>>	/m/011bpbw2	>>	0,712589583
Orange SA	Q3355061	>>	Ikatel	>>	/m/026mdj8	>>	0,485986381
Orange SA	Q25380110	>>	Orange_Cameroun	>>	/g/11bwkzm6hk	>>	0,330799253
Oriental Land Co Ltd	Q868679	>>	The_Oriental_Land_Company	>>	/m/05s9tz	>>	72,73898973
Oriental Land Co Ltd	Q195428	>>	Disney_Ambassador_Hotel	>>	/m/03wgxbv	>>	10,27439014
Oriental Land Co Ltd	Q195432	>>	Tokyo_DisneySea_Hotel_MiraCosta	>>	/m/0465tsv	>>	9,228663093
Oriental Land Co Ltd	Q195423	>>	Tokyo_Disneyland_Hotel	>>	/m/02vkt3l	>>	7,757957035
Oversea-Chinese Banking Corporation Ltd	Q2042423	>>	OCBC_Bank	>>	/m/055r27	>>	57,80155417
Oversea-Chinese Banking Corporation Ltd	Q837147	>>	OCBC_Wing_Hang_Bank	>>	/m/03zt5j	>>	16,54882787
Oversea-Chinese Banking Corporation Ltd	Q585957	>>	Great_Eastern_Life	>>	/m/02qnfp7	>>	13,90088542
Oversea-Chinese Banking Corporation Ltd	Q4856180	>>	Bank_of_Singapore	>>	/m/0r3vczm	>>	11,74873254
PNC Financial Services Group Inc	Q38928	>>	PNC_Financial_Services	>>	/m/04nfwb	>>	100
PPG Industries Inc	Q48754	>>	PPG_Industries	>>	/m/03nnxj	>>	93,92890187
PPG Industries Inc	Q5151654	>>	Comex_Group	>>	/m/0gg5vp0	>>	6,07109813
PTT PCL	Q1810389	>>	PTT_Public_Company_Limited	>>	/m/0h0qp9	>>	61,68195233
PTT PCL	Q6676072	>>	Thai_Oil	>>	/g/1226g4tg	>>	13,16651577
PTT PCL	Q16306121	>>	PTT_Global_Chemical	>>	/g/12hdlns6p	>>	10,03808168
PTT PCL	Q6579845	>>	PTT_Exploration_and_Production	>>	/g/155rxh1p	>>	7,981601919
PTT PCL	Q13027864	>>	IRPC	>>	/g/120pb1gv	>>	7,131848309
PayPal Holdings Inc	Q24839341	>>	Venmo	>>	/m/0134hvqw	>>	67,43179716
PayPal Holdings Inc	Q8044926	>>	Xoom_Corporation	>>	/m/03nrf7v	>>	9,828279039
PayPal Holdings Inc	Q4955939	>>	Braintree_(company)	>>	/m/0gtwzzm	>>	9,336099866
PayPal Holdings Inc	Q16325128	>>	IZettle	>>	/m/0wkjbm_	>>	8,684375546
PayPal Holdings Inc	Q16927841	>>	PayPal_Credit	>>	/m/011qff5n	>>	4,719448391
PepsiCo Inc	Q334800	>>	PepsiCo	>>	/m/04htfd	>>	38,28497309
PepsiCo Inc	Q723513	>>	Lay%27s	>>	/g/11bc6x3c_4	>>	13,94619424
PepsiCo Inc	Q304992	>>	Gatorade	>>	/g/11bc5b79lh	>>	8,014473202
PepsiCo Inc	Q304992	>>	Gatorade	>>	/m/01ghgx	>>	8,014473202
PepsiCo Inc	Q1221751	>>	Frito-Lay	>>	/m/0mj3x	>>	7,424463003
PepsiCo Inc	Q2699694	>>	Quaker_Oats_Company	>>	/m/0296dr	>>	5,945959592
PepsiCo Inc	Q683006	>>	SodaStream	>>	/m/0bl_t0	>>	5,788282104
PepsiCo Inc	Q1296097	>>	Walkers_(snack_foods)	>>	/m/0464dl	>>	4,336330695
PepsiCo Inc	Q7396446	>>	Sabritas	>>	/m/02vyj0n	>>	2,970391793
PepsiCo Inc	Q1846049	>>	Tropicana_Products	>>	/m/05kxd0	>>	2,591617122
PepsiCo Inc	Q5504809	>>	Fritos	>>	/m/059bmr	>>	1,714511124
PepsiCo Inc	Q17082362	>>	Naked_Juice	>>	/m/0cx6n9	>>	0,686029651
PepsiCo Inc	Q1484906	>>	The_Pepsi_Bottling_Group	>>	/m/0btm32	>>	0,282301183
Pernod Ricard SA	Q837049	>>	Pernod_Ricard	>>	/m/031vfd	>>	69,30917649
Pernod Ricard SA	Q2148593	>>	Ricard_(drink)	>>	/g/12208tkv	>>	17,73549033
Pernod Ricard SA	Q1902998	>>	Martell_(cognac)	>>	/m/03n2jd	>>	12,95533318
PetroChina Co Ltd	Q588786	>>	China_National_Petroleum_Corporation	>>	/m/07v1tk	>>	53,91517753
PetroChina Co Ltd	Q503182	>>	PetroChina	>>	/m/04qxhv	>>	39,8524807
PetroChina Co Ltd	Q3484938	>>	Singapore_Petroleum_Company	>>	/m/0676p4	>>	6,232341773
Petroleo Brasileiro SA Petrobras	Q210047	>>	Petrobras	>>	/m/05v1x6	>>	89,54272155
Petroleo Brasileiro SA Petrobras	Q4836468	>>	Petrobras_Distribuidora	>>	/m/0hncvjd	>>	4,640642221
Petroleo Brasileiro SA Petrobras	Q2843192	>>	Edenor	>>	/m/07w20nl	>>	3,306313642
Petroleo Brasileiro SA Petrobras	Q7834816	>>	Transpetro	>>	/m/02r2z0q	>>	2,510322591
Pfizer Inc	Q1470525	>>	Hospira	>>	/m/0bgtgz	>>	100
Philip Morris International Inc	Q1852556	>>	Philip_Morris_International	>>	/m/08f__w	>>	91,67733545
Philip Morris International Inc	Q7410186	>>	Sampoerna	>>	/m/09b1vq	>>	8,322664548
Phillips 66	Q1656230	>>	Phillips_66	>>	/m/05nvkk	>>	100
Ping An Insurance Group Co of China Ltd	Q1256188	>>	Ping_An_Insurance	>>	/m/04pz_s	>>	85,17390201
Ping An Insurance Group Co of China Ltd	Q7195659	>>	Ping_An_Bank	>>	/m/05b5bsp	>>	14,82609799
Postal Savings Bank of China Co Ltd	Q986744	>>	Postal_Savings_Bank_of_China	>>	/m/0ds6lc1	>>	100
Procter & Gamble Co	Q631220	>>	Braun_(company)	>>	/m/042dlw	>>	27,38755497
Procter & Gamble Co	Q7390579	>>	SK-II	>>	/m/0862rq	>>	24,08659575
Procter & Gamble Co	Q2340498	>>	Pampers	>>	/m/04bcdb	>>	18,41638307
Procter & Gamble Co	Q910740	>>	Vicks	>>	/m/04l94t	>>	14,83177178
Procter & Gamble Co	Q1353013	>>	Pantene	>>	/m/07dwy3	>>	13,23641102
Procter & Gamble Co	Q48803503	>>	Fater	>>	/m/09mv40b	>>	1,266447791
Procter & Gamble Co	Q4050940	>>	The_Art_of_Shaving	>>	/m/0411ghp	>>	0,774835629
Progressive Corp	Q7248721	>>	Progressive_Corporation	>>	/m/032v2q	>>	91,41057502
Progressive Corp	Q22021743	>>	American_Strategic_Insurance	>>	/g/11bwqt3ldp	>>	8,589424981
Prologis Inc	Q16983765	>>	Prologis	>>	/m/0fqz2d	>>	100
Prudential Financial Inc	Q2114414	>>	Prudential_Financial	>>	/m/04fd36	>>	100
Prudential PLC	Q1374135	>>	Prudential_plc	>>	/m/041dft	>>	60,36694606
Prudential PLC	Q5969602	>>	ICICI_Prudential_Life_Insurance	>>	/m/013f370r	>>	30,90410445
Prudential PLC	Q23010717	>>	ICICI_Prudential_Mutual_Fund	>>	/g/11clw1k8bq	>>	8,728949492
Public Service Enterprise Group Inc	Q930919	>>	Public_Service_Enterprise_Group	>>	/m/040_2c	>>	100
Public Storage	Q1156045	>>	Public_Storage	>>	/m/0743z6	>>	100
Qatar National Bank QPSC	Q1571175	>>	Qatar_Investment_Authority	>>	/m/04cy86v	>>	82,75183999
Qatar National Bank QPSC	Q1136759	>>	QNB_Group	>>	/m/09gkgqc	>>	17,24816001
Qualcomm Inc	Q1083858	>>	Qualcomm_Atheros	>>	/m/09yxm0	>>	100
Raytheon Co	Q156644	>>	Raytheon	>>	/m/01ky8y	>>	90,82289164
Raytheon Co	Q1934027	>>	Forcepoint	>>	/m/0968w0	>>	9,177108362
Reckitt Benckiser Group PLC	Q1190881	>>	Reckitt_Benckiser	>>	/m/06gn9j	>>	93,23753615
Reckitt Benckiser Group PLC	Q3303765	>>	Mead_Johnson	>>	/m/09gl4pq	>>	6,762463847
Recruit Holdings Co Ltd	Q1045367	>>	Indeed	>>	/m/09ylwk	>>	63,66575192
Recruit Holdings Co Ltd	Q15954148	>>	Glassdoor	>>	/m/0t53np8	>>	22,61441996
Recruit Holdings Co Ltd	Q2135836	>>	Recruit_(company)	>>	/m/03n1hg	>>	13,71982812
Red Hat Inc	Q485593	>>	Red_Hat	>>	/m/02h5b_x	>>	100
Regeneron Pharmaceuticals Inc	Q7308054	>>	Regeneron_Pharmaceuticals	>>	/m/0dwkt4	>>	100
Reliance Industries Ltd	Q18643672	>>	Jio	>>	/g/11bxf3qc1w	>>	32,34205203
Reliance Industries Ltd	Q908931	>>	Reliance_Industries_Limited	>>	/m/0242c6	>>	25,98920517
Reliance Industries Ltd	Q935150	>>	Reliance_Group	>>	/m/02qnhmg	>>	7,361090078
Reliance Industries Ltd	Q7924434	>>	Viacom_18	>>	/m/04f04kw	>>	6,286057634
Reliance Industries Ltd	Q729342	>>	Reliance_Communications	>>	/m/02w5t5	>>	5,715865983
Reliance Industries Ltd	Q7311028	>>	Reliance_Retail	>>	/m/05nlqhx	>>	5,349760064
Reliance Industries Ltd	Q17078993	>>	Network18_Group	>>	/m/026r6gg	>>	3,141509029
Reliance Industries Ltd	Q2142624	>>	Reliance_Power	>>	/m/03hms7z	>>	2,757925555
Reliance Industries Ltd	Q2142614	>>	Reliance_Capital	>>	/m/05xjq2	>>	2,746581428
Reliance Industries Ltd	Q116331	>>	Reliance_Infrastructure	>>	/m/05d7y4	>>	2,354937653
Reliance Industries Ltd	Q7311022	>>	Reliance_Life_Insurance	>>	/m/026pqhr	>>	1,842769313
Reliance Industries Ltd	Q7311014	>>	Reliance_Fresh	>>	/m/0kqspg	>>	1,196045513
Reliance Industries Ltd	Q7311015	>>	Reliance_General_Insurance	>>	/m/012kcf8l	>>	0,954589296
Reliance Industries Ltd	Q7028379	>>	Nickelodeon_(Indian_TV_channel)	>>	/m/0462ngr	>>	0,948184478
Reliance Industries Ltd	Q7426878	>>	Satya_Paul	>>	/m/09sfwl	>>	0,548317568
Reliance Industries Ltd	Q7280252	>>	Radisys	>>	/m/07sfb1	>>	0,46510921
Relx PLC	Q746413	>>	Elsevier	>>	/m/026db_	>>	52,01620808
Relx PLC	Q683146	>>	LexisNexis	>>	/m/03hn9k	>>	23,47524877
Relx PLC	Q998470	>>	RELX	>>	/m/026dfh	>>	13,16631903
Relx PLC	Q2076913	>>	Academic_Press	>>	/m/07nskw	>>	4,596307507
Relx PLC	Q488669	>>	Reed_Business_Information	>>	/m/07k_jr	>>	2,358189118
Relx PLC	Q7306647	>>	Reed_Exhibitions	>>	/m/05psstw	>>	2,090798956
Relx PLC	Q1075773	>>	LexisNexis_Risk_Solutions	>>	/m/01bl21	>>	2,057571219
Relx PLC	Q18625855	>>	ICIS_(Unternehmen)	>>	/g/11b6hm5lfq	>>	0,239357323
Repsol SA	Q174747	>>	Repsol	>>	/m/03p31xx	>>	92,83182147
Repsol SA	Q1726547	>>	Petronor	>>	/m/0lq7mb7	>>	7,168178531
Restaurant Brands International Inc	Q177054	>>	Burger_King	>>	/m/01601q	>>	53,14518064
Restaurant Brands International Inc	Q175106	>>	Tim_Hortons	>>	/m/018l04	>>	20,56582584
Restaurant Brands International Inc	Q1330910	>>	Popeyes	>>	/m/03sqmf	>>	15,81520111
Restaurant Brands International Inc	Q18619470	>>	Restaurant_Brands_International	>>	/m/012gbqnc	>>	10,47379241
Rio Tinto PLC	Q821293	>>	Rio_Tinto_(corporation)	>>	/m/045sbm	>>	87,53489929
Rio Tinto PLC	Q2022261	>>	Aluminium_division_of_Rio_Tinto	>>	/m/03p1f6v	>>	11,23353385
Rio Tinto PLC	Q2122592	>>	Queensland_Alumina_Limited	>>	/m/02p__8l	>>	1,231566864
Roche Holding AG	Q212646	>>	Hoffmann-La_Roche	>>	/m/02nyk6	>>	72,09146467
Roche Holding AG	Q899140	>>	Genentech	>>	/m/01_lh1	>>	22,10155472
Roche Holding AG	Q19604401	>>	Foundation_Medicine	>>	/g/12vdgh8yl	>>	4,098257927
Roche Holding AG	Q7920223	>>	Ventana_Medical_Systems	>>	/m/03dzwc3	>>	1,708722685
Rogers Communications Inc	Q165684	>>	Rogers_Communications	>>	/m/020nwq	>>	45,3942892
Rogers Communications Inc	Q1629768	>>	Sportsnet	>>	/m/0215_2	>>	22,45783459
Rogers Communications Inc	Q3439663	>>	Rogers_Wireless	>>	/m/03l96_	>>	18,45824157
Rogers Communications Inc	Q5087766	>>	Chatr	>>	/m/0ch3vpr	>>	8,852350601
Rogers Communications Inc	Q3439659	>>	Rogers_Cable	>>	/m/0215z8	>>	4,837284033
Roper Technologies Inc	Q10573569	>>	Maconomy	>>	/m/07kflm6	>>	93,17234747
Roper Technologies Inc	Q5254843	>>	Deltek	>>	/m/03c55k0	>>	6,827652527
Ross Stores Inc	Q3442791	>>	Ross_Stores	>>	/m/08950y	>>	100
Royal Bank of Canada	Q735261	>>	Royal_Bank_of_Canada	>>	/m/02wjhf	>>	85,25822579
Royal Bank of Canada	Q5123314	>>	City_National_Bank_(California)	>>	/m/095xff	>>	9,136844553
Royal Bank of Canada	Q6898958	>>	Moneris_Solutions	>>	/m/0glqyh	>>	3,576560865
Royal Bank of Canada	Q7373792	>>	Royal_Bank_of_Trinidad_and_Tobago	>>	/m/0bwlnw	>>	2,028368794
Royal Bank of Scotland Group PLC	Q160126	>>	Royal_Bank_of_Scotland	>>	/m/027_ryf	>>	49,18104478
Royal Bank of Scotland Group PLC	Q2740021	>>	NatWest	>>	/m/03bw_bg	>>	33,23489734
Royal Bank of Scotland Group PLC	Q2613366	>>	Ulster_Bank	>>	/m/03fd2s	>>	8,318648619
Royal Bank of Scotland Group PLC	Q5118192	>>	Churchill_Insurance	>>	/m/08lrk5	>>	6,590854812
Royal Bank of Scotland Group PLC	Q4680013	>>	Adam_and_Company	>>	/m/0gxwg5	>>	2,674554456
Royal Dutch Shell PLC	Q154950	>>	Royal_Dutch_Shell	>>	/m/0g5vy	>>	78,35182539
Royal Dutch Shell PLC	Q3240764	>>	Shell_Oil_Company	>>	/m/025t626	>>	11,52306229
Royal Dutch Shell PLC	Q2562491	>>	Pennzoil	>>	/m/08mdvn	>>	3,615722534
Royal Dutch Shell PLC	Q6192247	>>	Jiffy_Lube	>>	/m/0bmhw70	>>	2,476552968
Royal Dutch Shell PLC	Q1360622	>>	Shell_Canada	>>	/m/03jy6t	>>	1,114442247
Royal Dutch Shell PLC	Q7493684	>>	Shell_Pakistan	>>	/m/027j4dq	>>	0,771993039
Royal Dutch Shell PLC	Q7493635	>>	Shell_Australia	>>	/m/025tsdw	>>	0,730048831
Royal Dutch Shell PLC	Q4687942	>>	Aera_Energy	>>	/m/02rj5fs	>>	0,578083426
Royal Dutch Shell PLC	Q47005398	>>	Infineum	>>	/g/11f33hdcvg	>>	0,542112425
Royal Dutch Shell PLC	Q7265449	>>	QGC	>>	/m/0gy0gt_	>>	0,296156856
S&P Global Inc	Q5013889	>>	CRISIL	>>	/g/1213v6bc	>>	96,43085856
S&P Global Inc	Q4035851	>>	S%26P_Capital_IQ	>>	/m/0285fq6	>>	3,569141442
SAP SE	Q552581	>>	SAP_SE	>>	/m/01pf4l	>>	79,28862321
SAP SE	Q7268803	>>	Qualtrics	>>	/m/080nnft	>>	5,634278629
SAP SE	Q4790268	>>	SAP_Ariba	>>	/m/0240kd	>>	4,007010146
SAP SE	Q5159089	>>	SAP_Concur	>>	/m/02rtvpw	>>	3,718048149
SAP SE	Q7632539	>>	SuccessFactors	>>	/m/06zldgt	>>	3,084150575
SAP SE	Q17086983	>>	Hybris_(company)	>>	/m/0gwz218	>>	1,908673407
SAP SE	Q5447158	>>	Fieldglass	>>	/m/09gcw47	>>	1,415542339
SAP SE	Q15211487	>>	CallidusCloud	>>	/m/02_9mj8	>>	0,943673545
SK Hynix Inc	Q370719	>>	SK_Hynix	>>	/m/083w62	>>	50,4189872
SK Hynix Inc	Q493145	>>	SK_Telecom	>>	/m/02fz1t	>>	39,09611901
SK Hynix Inc	Q16172809	>>	SK%EC%9D%B4%EB%85%B8%EB%B2%A0%EC%9D%B4%EC%85%98	>>	/m/0nbh39_	>>	6,090971741
SK Hynix Inc	Q10854819	>>	SK_Broadband	>>	/m/038shm	>>	4,393922048
Safran SA	Q1886126	>>	Safran	>>	/m/0613kb	>>	69,25342724
Safran SA	Q773875	>>	Safran_Aircraft_Engines	>>	/m/0380t5	>>	25,18088073
Safran SA	Q1770349	>>	Safran_Landing_Systems	>>	/m/04vzyq	>>	5,565692032
Salesforce.Com Inc	Q941127	>>	Salesforce	>>	/m/07btr5	>>	62,87538558
Salesforce.Com Inc	Q2350702	>>	Heroku	>>	/m/03xdtgg	>>	31,41491297
Salesforce.Com Inc	Q5419210	>>	Salesforce_Marketing_Cloud	>>	/m/0bmgvsy	>>	5,709701452
Sampo Oyj	Q1640495	>>	Sampo_Group	>>	/m/020323	>>	93,90528026
Sampo Oyj	Q12339568	>>	Topdanmark	>>	/g/121v23j6	>>	6,094719737
Samsung Electronics Co Ltd	Q20718	>>	Samsung_Electronics	>>	/m/01nn79	>>	42,37058108
Samsung Electronics Co Ltd	Q1153754	>>	JBL	>>	/m/04f3kt	>>	21,0149321
Samsung Electronics Co Ltd	Q1585599	>>	Harman_International	>>	/m/09lhrg	>>	8,040847032
Samsung Electronics Co Ltd	Q1476454	>>	Harman_Kardon	>>	/m/04_m0m	>>	7,788126885
Samsung Electronics Co Ltd	Q294205	>>	AKG_(company)	>>	/m/06k9rr	>>	6,279794895
Samsung Electronics Co Ltd	Q489243	>>	Samsung_Heavy_Industries	>>	/m/0403pvq	>>	2,737242851
Samsung Electronics Co Ltd	Q1479817	>>	Mark_Levinson_Audio_Systems	>>	/m/03n8sx	>>	1,508593531
Samsung Electronics Co Ltd	Q5089641	>>	Cheil_Worldwide	>>	/m/0zg7jwf	>>	1,359443707
Samsung Electronics Co Ltd	Q7410538	>>	Samsung_SDS	>>	/m/04n4xpg	>>	1,34917227
Samsung Electronics Co Ltd	Q492569	>>	Hotel_Shilla	>>	/m/09v8ygg	>>	1,314482393
Samsung Electronics Co Ltd	Q624080	>>	Samsung_Life_Insurance	>>	/m/0frhhv	>>	1,061405599
Samsung Electronics Co Ltd	Q21120876	>>	%EC%82%BC%EC%84%B1SDI	>>	/m/0nbd0tj	>>	0,997541988
Samsung Electronics Co Ltd	Q1585554	>>	Harman_Becker_Automotive_Systems	>>	/g/1235w5tb	>>	0,969033995
Samsung Electronics Co Ltd	Q627018	>>	Samsung_Electro-Mechanics	>>	/m/027tb1q	>>	0,859067801
Samsung Electronics Co Ltd	Q2998661	>>	Samsung_Engineering	>>	/m/027kmt1	>>	0,779939693
Samsung Electronics Co Ltd	Q624076	>>	Samsung_Card	>>	/m/0fqpb_	>>	0,564548611
Samsung Electronics Co Ltd	Q5207720	>>	Dacor_(kitchen_appliances)	>>	/m/0ll534c	>>	0,298917838
Samsung Electronics Co Ltd	Q4652757	>>	AMX_LLC	>>	/m/06hrll	>>	0,290215648
Samsung Electronics Co Ltd	Q6715307	>>	Samsung_Medison	>>	/m/04d_vkw	>>	0,256881031
Samsung Electronics Co Ltd	Q7410498	>>	Samsung_India_Software_Centre	>>	/m/0l8q21k	>>	0,15923105
Sanofi SA	Q158205	>>	Sanofi	>>	/m/02qsg_	>>	89,67417075
Sanofi SA	Q1502740	>>	Genzyme	>>	/m/0c0ly8	>>	7,195692115
Sanofi SA	Q5087917	>>	Chattem	>>	/m/06m619	>>	2,033826033
Sanofi SA	Q3304077	>>	Medley_(empresa)	>>	/g/121p7bn_	>>	1,096311105
Saudi Basic Industries Corporation SJSC	Q903219	>>	SABIC	>>	/m/066wb1	>>	90,45238531
Saudi Basic Industries Corporation SJSC	Q447457	>>	Aluminium_Bahrain	>>	/m/0crdqdq	>>	9,547614688
Saudi Telecom Company SJSC	Q1535171	>>	Saudi_Telecom_Company	>>	/m/0bz_0f	>>	98,40523221
Saudi Telecom Company SJSC	Q7907093	>>	Stc_Bahrain	>>	/m/0jt4cpn	>>	1,594767788
Sberbank Rossii PAO	Q205012	>>	Sberbank_of_Russia	>>	/m/02m3ck	>>	95,85292749
Sberbank Rossii PAO	Q1115064	>>	DenizBank	>>	/m/0dhsb4	>>	4,14707251
Schlumberger NV	Q1425316	>>	Schlumberger	>>	/m/02cd4v	>>	89,90401782
Schlumberger NV	Q2934771	>>	Cameron_International	>>	/m/0d2c31	>>	10,09598218
Schneider Electric SE	Q49053	>>	Schneider_Electric	>>	/m/0518qn	>>	76,30827651
Schneider Electric SE	Q847869	>>	Aveva	>>	/m/0d9v3s	>>	6,520898102
Schneider Electric SE	Q7431894	>>	Schneider_National	>>	/m/078w59	>>	3,870220875
Schneider Electric SE	Q211464	>>	Invensys	>>	/m/0354n3	>>	3,622919564
Schneider Electric SE	Q8031935	>>	Wonderware	>>	/m/0bdmx7	>>	3,011064576
Schneider Electric SE	Q2314992	>>	Square_D	>>	/m/09zq64	>>	2,946089703
Schneider Electric SE	Q17143655	>>	Pelco	>>	/m/0ryv93z	>>	1,693413829
Schneider Electric SE	Q479220	>>	Citect	>>	/m/027w_mw	>>	1,487379003
Schneider Electric SE	Q1492819	>>	Merten_(Unternehmen)	>>	/g/121s3wx2	>>	0,380326204
Schneider Electric SE	Q1404036	>>	Feller_AG	>>	/m/0f25d_v	>>	0,159411635
Sempra Energy	Q7569714	>>	Southern_California_Gas_Company	>>	/m/05qc_y	>>	63,11109976
Sempra Energy	Q7449804	>>	Sempra_Energy	>>	/m/0bfbhf	>>	30,01506524
Sempra Energy	Q6706549	>>	Luz_del_Sur	>>	/m/09gjmwm	>>	6,873834997
ServiceNow Inc	Q7455653	>>	ServiceNow	>>	/m/0gvrh0z	>>	100
Seven & i Holdings Co Ltd	Q259340	>>	7-Eleven	>>	/m/0crk6	>>	81,53441086
Seven & i Holdings Co Ltd	Q3088746	>>	Ito-Yokado	>>	/m/08v0h9	>>	7,582799568
Seven & i Holdings Co Ltd	Q3265728	>>	Tower_Records	>>	/m/04nbvl	>>	6,472057928
Seven & i Holdings Co Ltd	Q7457182	>>	Seven_Bank	>>	/m/07qkh2	>>	2,706569635
Seven & i Holdings Co Ltd	Q5479732	>>	Francfranc	>>	/m/0276nrm	>>	1,70416201
Shanghai Pudong Development Bank Co Ltd	Q1479076	>>	Shanghai_Pudong_Development_Bank	>>	/m/0536g6	>>	100
Sherwin-Williams Co	Q48881	>>	Sherwin-Williams	>>	/m/073wzx	>>	70,91872953
Sherwin-Williams Co	Q48822	>>	Valspar	>>	/m/04f21k3	>>	18,22574366
Sherwin-Williams Co	Q5317249	>>	Dutch_Boy_Paint	>>	/m/0b1c5w	>>	10,8555268
Shiseido Co Ltd	Q728185	>>	Shiseido	>>	/m/07v7pm	>>	79,70430034
Shiseido Co Ltd	Q3869356	>>	NARS_Cosmetics	>>	/m/0drb83	>>	20,29569966
Siemens AG	Q81230	>>	Siemens	>>	/m/016l20	>>	75,03139792
Siemens AG	Q391895	>>	Siemens_Mobility	>>	/m/03cxlgw	>>	5,711938237
Siemens AG	Q472451	>>	Siemens_Healthineers	>>	/m/0djrqh	>>	5,329815646
Siemens AG	Q1153205	>>	Mentor_Graphics	>>	/m/01frl0	>>	3,613205154
Siemens AG	Q15898201	>>	Siemens_PLM_Software	>>	/m/011bk69h	>>	3,334710971
Siemens AG	Q291508	>>	AES_Corporation	>>	/m/03br8l4	>>	2,7524744
Siemens AG	Q872255	>>	Primetals_Technologies	>>	/m/012zz6n9	>>	1,296863875
Siemens AG	Q5307081	>>	Dresser-Rand_Group	>>	/m/03p1_9s	>>	1,120661205
Siemens AG	Q1671060	>>	Siemens_Financial_Services	>>	/m/02qqfzd	>>	0,871960666
Siemens AG	Q2284282	>>	Siemens_Building_Technologies	>>	/m/0h541k5	>>	0,502137503
Siemens AG	Q17054464	>>	Siemens_Canada	>>	/g/11b7chl647	>>	0,434834424
Simon Property Group Inc	Q2287759	>>	Simon_Property_Group	>>	/m/07xyn1	>>	100
Singapore Telecommunications Ltd	Q1148568	>>	Thai_AirAsia	>>	/m/04qbz2	>>	29,83785333
Singapore Telecommunications Ltd	Q864923	>>	Singtel	>>	/m/020zfl	>>	21,2630489
Singapore Telecommunications Ltd	Q865038	>>	Optus	>>	/m/01_6jm	>>	16,15343186
